Name;Mayores a 1;Pago 2;Despachos 2;Monedas 2;Shipping Method 2;Shipping Method;Cantidad;Producto;Precio oferta;Venta total;Precio normal;SKU;status despacho;Region 2
43105;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Botin Denver Negro Premium - Negro / 37;9990;9990;39990;6703072037;fulfilled;ML
43105;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Zapato Florencoia Burdeo Premium - Burdeo / 37;14990;14990;49990;20008537;fulfilled;ML
43104;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Shanghai Negro Premium - Negro / 38;9990;9990;29990;300072038;fulfilled;NB
43104;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Botin Atenas Negro Premium - Negro / 38;9990;9990;49990;37072038;fulfilled;NB
43103;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Botin Nueva Orleans  Negro Premium - Negro / 37;9990;9990;39990;6001202037;fulfilled;RM
43102;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Botin Nueva Orleans  Negro Premium - Negro / 37;9990;9990;39990;6001202037;fulfilled;RM
43101;Solo 1;Pagado;Sin despacho;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapato Florencoia Burdeo Premium - Burdeo / 39;14990;14990;49990;20008539;pending;RM
43100;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Botin Nueva Orleans  Negro Premium - Negro / 37;9990;9990;39990;6001202037;fulfilled;RM
43100;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Botin Nueva Orleans  Negro Premium - Negro / 38;9990;9990;39990;6001202038;fulfilled;RM
43099;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Botin Nueva Orleans  Negro Premium - Negro / 38;9990;9990;39990;6001202038;fulfilled;RM
43099;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;3;Botin Nueva Orleans  Negro Premium - Negro / 37;9990;29970;39990;6001202037;fulfilled;RM
43098;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Botin Nueva Orleans  Negro Premium - Negro / 38;9990;9990;39990;6001202038;fulfilled;RM
43098;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;2;Botin Nueva Orleans  Negro Premium - Negro / 37;9990;19980;39990;6001202037;fulfilled;RM
43097;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapatilla Shanghai Negro Premium - Negro / 39;9990;9990;29990;300072039;fulfilled;RM
43097;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Sandalia Amelia Blanco Premium - Blanco / 37;9990;9990;39990;200071037;pending;RM
43097;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Zapatilla Moscow Negro Premium - Negro / 35;9990;9990;44990;1838072035;fulfilled;RM
43097;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Zapatilla Angelica Blanco Premium - Blanco / 37;9990;9990;29990;100071037;fulfilled;RM
43096;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Bootie  Dallas  Premium - Negro / 40;19990;19990;39990;8802072040;fulfilled;RM
43095;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Angelica Negro Premium - Negro / 39;9990;9990;29990;100072039;fulfilled;RM
43094;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Moscow Negro Premium - Negro / 37;9990;9990;44990;1838072037;fulfilled;RM
43094;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Zapatilla Angelica Negro Premium - Negro / 36;9990;9990;29990;100072036;fulfilled;RM
43093;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapatilla Marilyn Beige Premium - Beige / 36;9990;9990;29990;3611074436;fulfilled;RM
43093;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Zapatilla Angelica Negro Premium - Negro / 36;9990;9990;29990;100072036;fulfilled;RM
43092;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Negra Delux - Negro / 39;39990;39990;48990;327P39;fulfilled;RM
43091;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Montreal  Premium - Negro / 35;9990;9990;39990;8381072035;fulfilled;RM
43090;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapatilla Ambar  Negro  Premium - Negro / 37;9990;9990;29990;400072037;fulfilled;RM
43090;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Botin Veracruz Piton Premium - Amarillo / 37;9990;9990;39990;333072037;fulfilled;RM
43090;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Zapatilla Frankfurt Blanco Premium - Blanco / 38;9990;9990;34990;1001201038;fulfilled;RM
43089;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Botin Atenas Negro Premium - Negro / 37;9990;9990;49990;37072037;fulfilled;BI
43089;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Botin Indiana Caf̩ Premium - Caf̩ / 37;9990;9990;36990;8539074037;fulfilled;BI
43088;Solo 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Frankfurt Blanco Premium - Blanco / 39;9990;9990;34990;1001201039;fulfilled;BI
43087;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Brisbane Caf̩ Premium - Negro / 37;9990;9990;49990;1003204037;fulfilled;AR
43087;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Botin Toronto Negro Premium - Negro / 37;9990;9990;49990;100072037;fulfilled;AR
43086;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Botin Bucarest Taupe Premium - Taupe / 35;9990;9990;39990;3332184235;fulfilled;RM
43085;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Botin Paris Burdeo Premium - Burdeo / 39;9990;9990;39990;8172078539;fulfilled;LL
43085;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Botin Brucelas Verde musgo Premium - Verde musgo / 39;9990;9990;36990;9451078439;fulfilled;LL
43084;Solo 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Brisbane Negro Premium - Negro / 35;9990;9990;49990;1003202035;fulfilled;BI
43083;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Bot�_n Texa Dorado Police - Dorado / 38;24990;24990;0;7938;fulfilled;RM
43083;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Zapatilla Shanghai Negro Premium - Negro / 38;9990;9990;29990;300072038;fulfilled;RM
43083;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Botin Denver Negro Premium - Negro / 38;9990;9990;39990;6703072038;fulfilled;RM
43082;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Botin Nueva Orleans  Negro Premium - Negro / 35;9990;9990;39990;6001202035;fulfilled;RM
43081;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Botin Valencia Negro Premium - Burdeo / 39;9990;9990;39990;3905058539;fulfilled;RM
43081;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Zapatilla Brisbane Caf̩ Premium - Negro / 39;9990;9990;49990;1003204039;fulfilled;RM
43081;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Botin Toronto Negro Premium - Negro / 39;9990;9990;49990;100072039;fulfilled;RM
43080;Solo 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Brisbane Negro Premium - Negro / 36;9990;9990;49990;1003202036;fulfilled;BI
43079;Solo 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Botin Toronto Leopardo Premium - Beige / 38;9990;9990;39990;100075438;fulfilled;LI
43078;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapatilla Frankfurt Blanco Premium - Blanco / 40;9990;9990;34990;1001201040;fulfilled;RM
43078;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Zapatilla Catalina Beige Premium - Beige / 36;9990;9990;29990;1284436;fulfilled;RM
43078;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Zapatilla Frankfurt Blanco Premium - Blanco / 38;9990;9990;34990;1001201038;fulfilled;RM
43077;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapatilla Frankfurt Blanco Premium - Blanco / 39;9990;9990;34990;1001201039;fulfilled;RM
43077;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Zapatilla Catalina Beige Premium - Beige / 38;9990;9990;29990;1284438;fulfilled;RM
43077;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Zapatilla Catalina Beige Premium - Beige / 37;9990;9990;29990;1284437;fulfilled;RM
43076;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Delhi Rosado Premium - Rosado / 39;9990;9990;29990;200077439;fulfilled;RM
43076;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Sandalia Hortensia Blanco Premium - Blanco / 39;9990;9990;39990;11071039;fulfilled;RM
43076;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Zapatillas Sky Blanco Police - Blanco / 39;19990;19990;0;3839;fulfilled;RM
43075;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapatilla Catalina Beige Premium - Beige / 37;9990;9990;29990;1284437;fulfilled;RM
43074;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;2;Zapatilla Chester Blanco Premium - Blanco / 35;9990;19980;49990;1000071035;fulfilled;RM
43073;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Botin Valencia Negro Premium - Burdeo / 38;9990;9990;39990;3905058538;fulfilled;RM
43072;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatos Tilo Negros Police - Negro / 39;19990;19990;0;oct-71;fulfilled;RM
43071;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Botin Paris Burdeo Premium - Burdeo / 38;9990;9990;39990;8172078538;fulfilled;RM
43070;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Botin Valencia Negro Premium - Burdeo / 36;9990;9990;39990;3905058536;fulfilled;RM
43070;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Botin Toronto Leopardo Premium - Beige / 36;9990;9990;39990;100075436;fulfilled;RM
43069;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Botin Nueva Orleans  Negro Premium - Negro / 37;9990;9990;39990;6001202037;fulfilled;RM
43068;Solo 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Botin Denver Negro Premium - Negro / 39;9990;9990;39990;6703072039;fulfilled;BI
43067;Solo 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Frankfurt Negro Premium - Negro / 37;9990;9990;34990;1001202037;fulfilled;BI
43066;Solo 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Brisbane Negro Premium - Negro / 37;9990;9990;49990;1003202037;fulfilled;AR
43065;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Botin Nueva Orleans  Negro Premium - Negro / 37;9990;9990;39990;6001202037;fulfilled;RM
43064;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Monserrat Multicolor Premium - Multicolor / 38;9990;9990;39990;23072938;fulfilled;ML
43064;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Zapatilla Monserrat Multicolor Premium - Multicolor / 37;9990;9990;39990;23072937;fulfilled;ML
43064;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Zapatilla Frankfurt Negro Premium - Negro / 38;9990;9990;34990;1001202038;fulfilled;ML
43064;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Zapatilla Frankfurt Negro Premium - Negro / 37;9990;9990;34990;1001202037;fulfilled;ML
43063;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapatilla Angelica Negro Premium - Negro / 40;9990;9990;29990;100072040;fulfilled;RM
43062;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapatilla Angelica Negro Premium - Negro / 35;9990;9990;29990;100072035;fulfilled;RM
43061;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapatilla Moscow Negro Premium - Negro / 38;9990;9990;44990;1838072038;fulfilled;RM
43060;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Botin Veracruz Piton Premium - Amarillo / 37;9990;9990;39990;333072037;fulfilled;RM
43059;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapato Florencoia Burdeo Premium - Burdeo / 39;14990;14990;49990;20008539;fulfilled;RM
43059;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Botin Atenas Negro Premium - Negro / 40;9990;9990;49990;37072040;fulfilled;RM
43058;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Botin Michigan Negro Premium - Negro / 40;9990;9990;39990;6134072040;fulfilled;BI
43058;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Botin Bucarest Taupe Premium - Taupe / 40;9990;9990;39990;3332184240;fulfilled;BI
43058;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Botin Amsterdam Negro Premium - Negro / 39;9990;9990;36990;3097072039;fulfilled;BI
43057;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapatilla York Blanco Premium - Blanco / 39;9990;9990;39990;2000289039;fulfilled;RM
43056;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Chester Blanco Premium - Blanco / 39;9990;9990;49990;1000071039;fulfilled;AR
43056;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;2;Zapatilla Chester Blanco Premium - Blanco / 38;9990;19980;49990;1000071038;fulfilled;AR
43055;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Brisbane Caf̩ Premium - Negro / 39;9990;9990;49990;1003204039;fulfilled;VS
43055;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Zapatilla Chester Blanco Premium - Blanco / 39;9990;9990;49990;1000071039;fulfilled;VS
43054;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Nina 672  Negro Delux - Negro / 40;34990;34990;49990;72940;fulfilled;LR
43054;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Botin Bucarest Taupe Premium - Taupe / 40;9990;9990;39990;3332184240;fulfilled;LR
43054;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Zapatilla Nina 6732  Blanco Delux - Blanco / 40;34990;34990;49990;73240;fulfilled;LR
43053;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Botin Nueva Orleans  Negro Premium - Negro / 38;9990;9990;39990;6001202038;fulfilled;RM
43052;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Ambar  Negro  Premium - Negro / 36;9990;9990;29990;400072036;fulfilled;BI
43052;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Botin Indiana Caf̩ Premium - Caf̩ / 36;9990;9990;36990;8539074036;fulfilled;BI
43051;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Malva 1 Blanco Premium - Blanco / 37;29990;29990;0;40071037;fulfilled;RM
43050;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Botin Nueva Orleans  Negro Premium - Negro / 37;9990;9990;39990;6001202037;fulfilled;RM
43049;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Marilyn Beige Premium - Beige / 38;9990;9990;29990;3611074438;fulfilled;LL
43049;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Botin Denver Negro Premium - Negro / 38;9990;9990;39990;6703072038;fulfilled;LL
43048;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Botin Nueva Orleans  Negro Premium - Negro / 38;9990;9990;39990;6001202038;fulfilled;RM
43047;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Botin Ravena Camel Premium - Camel / 36;9990;9990;39990;5012074936;pending;CO
43047;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Zapatilla Sport Negro  Petite Jolie - Negro / 36;39990;39990;0;2236;fulfilled;CO
43047;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Zapatilla Dana Negro Premium - Negro / 36;9990;9990;29990;4501072036;fulfilled;CO
43046;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Botin Nueva Orleans  Negro Premium - Negro / 38;9990;9990;39990;6001202038;fulfilled;RM
43045;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Sandalia Amelia Blanco Premium - Blanco / 37;9990;9990;39990;200071037;fulfilled;RM
43044;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Botin Nueva Orleans  Negro Premium - Negro / 37;9990;9990;39990;6001202037;fulfilled;VS
43044;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Botin Toronto Leopardo Premium - Beige / 37;9990;9990;39990;100075437;fulfilled;VS
43043;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Brisbane Caf̩ Premium - Negro / 37;9990;9990;49990;1003204037;fulfilled;BI
43043;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Zapatilla Brisbane Negro Premium - Negro / 36;9990;9990;49990;1003202036;fulfilled;BI
43043;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Zapatilla Frankfurt Negro Premium - Negro / 36;9990;9990;34990;1001202036;fulfilled;BI
43042;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapatilla Angelica Blanco Premium - Blanco / 37;9990;9990;29990;100071037;fulfilled;RM
43042;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Zapatilla Angelica Negro Premium - Negro / 36;9990;9990;29990;100072036;fulfilled;RM
43041;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Dana Negro Premium - Negro / 36;9990;9990;29990;4501072036;fulfilled;RM
43040;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Botin Monterrey Negro Premium - Negro / 39;9990;9990;39990;10072039;fulfilled;RM
43039;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Botin Toronto Negro Premium - Negro / 36;9990;9990;49990;100072036;fulfilled;RM
43038;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla York Blanco Premium - Blanco / 38;9990;9990;39990;2000289038;fulfilled;AR
43038;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Zapatilla Emma  Rosado Premium - Beige / 37;9990;9990;39990;3638077437;fulfilled;AR
43038;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;2;Botin Tijuana Burdeo Premium - Burdeo / 38;9990;19980;39990;20078538;fulfilled;AR
43037;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Brisbane Negro Premium - Negro / 38;9990;9990;49990;1003202038;fulfilled;RM
43036;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Chester Blanco Premium - Blanco / 38;9990;9990;49990;1000071038;fulfilled;CO
43036;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Zapatilla Naya Blanco Premiumi - Beige / 38;9990;9990;29990;2281038;fulfilled;CO
43036;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Zapatilla Frankfurt Negro Premium - Negro / 38;9990;9990;34990;1001202038;fulfilled;CO
43036;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Zapatilla Frankfurt Blanco Premium - Blanco / 38;9990;9990;34990;1001201038;fulfilled;CO
43035;Solo 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Moscow Negro Premium - Negro / 38;9990;9990;44990;1838072038;fulfilled;BI
43034;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Botin Bucarest Taupe Premium - Taupe / 36;9990;9990;39990;3332184236;fulfilled;RM
43034;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Botin Paris Burdeo Premium - Burdeo / 37;9990;9990;39990;8172078537;fulfilled;RM
43033;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Botin Valencia Negro Premium - Burdeo / 37;9990;9990;39990;3905058537;fulfilled;RM
43033;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Botin Denver Negro Premium - Negro / 37;9990;9990;39990;6703072037;fulfilled;RM
43032;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Zapatilla Brisbane Caf̩ Premium - Negro / 39;9990;9990;49990;1003204039;fulfilled;CO
43032;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Zapatilla Brisbane Negro Premium - Negro / 39;9990;9990;49990;1003202039;fulfilled;CO
43031;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Botin Alaska Burdeo Premium - Burdeo / 38;9990;9990;39990;4706078538;fulfilled;RM
43030;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Angelica Blanco Premium - Blanco / 37;9990;9990;29990;100071037;fulfilled;LI
43030;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Zapatilla Brisbane Negro Premium - Negro / 36;9990;9990;49990;1003202036;fulfilled;LI
43029;Solo 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Emma  Rosado Premium - Beige / 38;9990;9990;39990;3638077438;fulfilled;BI
43028;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapatilla Angelica Negro Premium - Negro / 38;9990;9990;29990;100072038;fulfilled;RM
43027;Solo 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Dana Negro Premium - Negro / 37;9990;9990;29990;4501072037;fulfilled;NB
43026;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Angelica Negro Premium - Negro / 38;9990;9990;29990;100072038;fulfilled;NB
43026;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Zapatilla Delhi Negro Premium - Negro / 39;9990;9990;39990;200072039;fulfilled;NB
43025;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Botin Pisa Caf̩ Premium - Caf̩ / 39;9990;9990;36990;47074039;fulfilled;LI
43025;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Zapato Victoria Chocolate Premium - Chocolate / 39;14990;14990;39990;8910075139;fulfilled;LI
43024;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapato San Francisco Burdeo Premium - Burdeo / 39;14990;14990;36990;7052439;fulfilled;RM
43023;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Botin Toronto Negro Premium - Negro / 39;9990;9990;49990;100072039;fulfilled;RM
43022;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Oviedo Beige Premium - Beige / 35;9990;9990;39990;6102078135;fulfilled;RM
43021;Solo 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Botin Bucarest Taupe Premium - Taupe / 37;9990;9990;39990;3332184237;fulfilled;AT
43020;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Frankfurt Negro Premium - Negro / 36;9990;9990;34990;1001202036;fulfilled;RM
43019;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapatilla Frankfurt Negro Premium - Negro / 37;9990;9990;34990;1001202037;fulfilled;RM
43018;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Botin Lancaster  Negro Premium - Negro / 40;9990;9990;39990;90072040;fulfilled;RM
43017;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Brisbane Caf̩ Premium - Negro / 38;9990;9990;49990;1003204038;fulfilled;ML
43017;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Zapatilla Moscow Negro Premium - Negro / 38;9990;9990;44990;1838072038;fulfilled;ML
43016;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Botin Denver Negro Premium - Negro / 36;9990;9990;39990;6703072036;fulfilled;RM
43016;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Botin Denver Negro Premium - Negro / 35;9990;9990;39990;6703072035;fulfilled;RM
43015;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapatilla Montreal  Premium - Negro / 35;9990;9990;39990;8381072035;fulfilled;RM
43014;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Angelica Blanco Premium - Blanco / 35;9990;9990;29990;100071035;fulfilled;RM
43013;Solo 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Brisbane Negro Premium - Negro / 37;9990;9990;49990;1003202037;fulfilled;ML
43012;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Botin Brucelas Verde musgo Premium - Verde musgo / 38;9990;9990;36990;9451078438;fulfilled;BI
43012;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Botin Nevada Snake Premium - Taupe / 38;9990;9990;39990;6275075838;fulfilled;BI
43011;Solo 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Moscow Negro Premium - Negro / 38;9990;9990;44990;1838072038;fulfilled;BI
43010;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Botin Nueva Orleans  Negro Premium - Negro / 38;9990;9990;39990;6001202038;fulfilled;RM
43010;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Botin Toronto Negro Premium - Negro / 36;9990;9990;49990;100072036;fulfilled;RM
43010;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Botin Toronto Negro Premium - Negro / 38;9990;9990;49990;100072038;fulfilled;RM
