Name;Mayores a 1;Pago 2;Despachos 2;Monedas 2;Shipping Method 2;Shipping Method;Cantidad;Producto;Precio oferta;Venta total;Precio normal;SKU;status despacho;Region 2
42856;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Botin Toronto Negro Premium - Negro / 36;9990;9990;49990;100072036;fulfilled;RM
42855;Solo 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Botin Denver Negro Premium - Negro / 40;9990;9990;39990;6703072040;fulfilled;LI
42854;Solo 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Angelica Negro Premium - Negro / 36;9990;9990;29990;100072036;fulfilled;ML
42853;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Botin Florida Negro Premium - Negro / 39;9990;9990;39990;6983052039;fulfilled;NB
42853;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Botin Monterrey Negro Premium - Negro / 39;9990;9990;39990;10072039;fulfilled;NB
42852;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Botin Toronto Negro Premium - Negro / 35;9990;9990;49990;100072035;fulfilled;RM
42851;Solo 1;Pagado;Sin despacho;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Frankfurt Negro Premium - Negro / 38;9990;9990;34990;1001202038;pending;RM
42850;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Sandalia Jacinto Negro Premium - Negro / 37;9990;9990;39990;80072037;fulfilled;RM
42849;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Botin Nevada Snake Premium - Taupe / 37;9990;9990;39990;6275075837;fulfilled;RM
42849;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Botin Atenas Negro Premium - Negro / 37;9990;9990;49990;37072037;fulfilled;RM
42849;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Botin Luxemburgo Negro Premium - Negro / 38;9990;9990;39990;9674072038;pending;RM
42848;Solo 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Botin Alaska Negro Premium - Negro / 39;9990;9990;39990;4706182039;fulfilled;BI
42847;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Botin Bucarest Taupe Premium - Taupe / 38;9990;9990;39990;3332184238;fulfilled;NB
42847;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Botin Bucarest Negro Premium - Negro / 38;9990;9990;39990;3332182038;fulfilled;NB
42847;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;2;Botin Paris Burdeo Premium - Burdeo / 38;9990;19980;39990;8172078538;fulfilled;NB
42846;Mayor a 1;Pagado;Sin despacho;CLP;Despacho Region;Despacho Region;1;Botin Toronto Negro Premium - Negro / 38;9990;9990;49990;100072038;pending;NB
42846;Mayor a 1;Pagado;Sin despacho;CLP;Despacho Region;;1;Botin Atenas Negro Premium - Negro / 38;9990;9990;49990;37072038;pending;NB
42846;Mayor a 1;Pagado;Sin despacho;CLP;Despacho Region;;1;Bootie Atlanta  Premium - Negro / 38;9990;9990;39990;3698072038;pending;NB
42846;Mayor a 1;Pagado;Sin despacho;CLP;Despacho Region;;1;Botin Linz Animal Premium - Beige / 38;9990;9990;49990;37075438;pending;NB
42845;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Botin Ravena Camel Premium - Camel / 39;9990;9990;39990;5012074939;fulfilled;RM
42845;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Zapatilla Moscow Negro Premium - Negro / 38;9990;9990;44990;1838072038;fulfilled;RM
42845;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Zapatilla Angelica Blanco Premium - Blanco / 38;9990;9990;29990;100071038;fulfilled;RM
42845;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Zapatilla Angelica Blanco Premium - Blanco / 37;9990;9990;29990;100071037;fulfilled;RM
42844;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Ambar  Negro  Premium - Negro / 37;9990;9990;29990;400072037;fulfilled;RM
42844;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Sandalia Amelia Blanco Premium - Blanco / 37;9990;9990;39990;200071037;fulfilled;RM
42843;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Bota  Cleveland Negro Premium - Negro / 39;19990;19990;89990;1002039;fulfilled;CO
42843;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Botin Nevada Snake Premium - Taupe / 39;9990;9990;39990;6275075839;fulfilled;CO
42842;Solo 1;Pagado;Sin despacho;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Dana Negro Premium - Negro / 37;9990;9990;29990;4501072037;pending;RM
42841;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Moscow Negro Premium - Negro / 38;9990;9990;44990;1838072038;fulfilled;RM
42841;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Botin Indiana Caf̩ Premium - Caf̩ / 37;9990;9990;36990;8539074037;fulfilled;RM
42840;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapatilla Frankfurt Blanco Premium - Blanco / 38;9990;9990;34990;1001201038;fulfilled;RM
42839;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Botin Grecia Amarillo Premium - Amarillo / 35;9990;9990;39990;318078335;fulfilled;RM
42838;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Sandalia Hortensia Blanco Premium - Blanco / 39;9990;9990;39990;11071039;fulfilled;RM
42838;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Sandalia Jacinto Negro Premium - Negro / 39;9990;9990;39990;80072039;fulfilled;RM
42838;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Zapatilla Moscow Negro Premium - Negro / 39;9990;9990;44990;1838072039;fulfilled;RM
42838;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Zapatilla Chester Blanco Premium - Blanco / 39;9990;9990;49990;1000071039;fulfilled;RM
42838;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Zapatilla Brisbane Negro Premium - Negro / 39;9990;9990;49990;1003202039;fulfilled;RM
42837;Solo 1;Pagado;Sin despacho;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Bootie Atlanta  Premium - Negro / 38;9990;9990;39990;3698072038;pending;RM
42836;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Botin Bucarest Taupe Premium - Taupe / 40;9990;9990;39990;3332184240;fulfilled;AR
42836;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Zapatilla Dana Negro Premium - Negro / 40;9990;9990;29990;4501072040;fulfilled;AR
42835;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Botin Toronto Negro Premium - Negro / 39;9990;9990;49990;100072039;fulfilled;BI
42835;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Botin Lancaster Negro Premium - Negro / 39;9990;9990;39990;80072039;fulfilled;BI
42835;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Botin Paris Burdeo Premium - Burdeo / 39;9990;9990;39990;8172078539;fulfilled;BI
42834;Solo 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Frankfurt Blanco Premium - Blanco / 38;9990;9990;34990;1001201038;fulfilled;VS
42833;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Sandalia Jacinto Negro Premium - Negro / 40;9990;9990;39990;80072040;fulfilled;RM
42832;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Sandalia Hortensia Blanco Premium - Blanco / 37;9990;9990;39990;11071037;fulfilled;RM
42832;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Sandalia Jacinto Negro Premium - Negro / 37;9990;9990;39990;80072037;pending;RM
42831;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Botin Bucarest Negro Premium - Negro / 38;9990;9990;39990;3332182038;fulfilled;RM
42830;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Sandalia Hortensia Blanco Premium - Blanco / 36;9990;9990;39990;11071036;fulfilled;RM
42829;Solo 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Frankfurt Blanco Premium - Blanco / 38;9990;9990;34990;1001201038;fulfilled;VS
42828;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Sandalia Nala Blanco Premium - Blanco / 36;9990;9990;32990;1018071036;fulfilled;RM
42827;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Sandalia Naroa Blanco Premium - Blanco / 38;9990;9990;39990;100071038;fulfilled;RM
42827;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Sandalia Jacinto Negro Premium - Negro / 38;9990;9990;39990;80072038;pending;RM
42826;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Botin Monterrey Negro Premium - Negro / 39;9990;9990;39990;10072039;fulfilled;RM
42825;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Sandalia Jacinto Negro Premium - Negro / 40;9990;9990;39990;80072040;fulfilled;RM
42824;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Sandalia Jacinto Negro Premium - Negro / 37;9990;9990;39990;80072037;pending;RM
42824;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Sandalia Hortensia Blanco Premium - Blanco / 37;9990;9990;39990;11071037;fulfilled;RM
42823;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Matilde Negro Premium - Negro / 39;9990;9990;44990;660072039;fulfilled;CO
42823;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Zapatilla Angelica Negro Premium - Negro / 39;9990;9990;29990;100072039;fulfilled;CO
42823;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Botin Nueva Orleans  Negro Premium - Negro / 38;9990;9990;39990;6001202038;fulfilled;CO
42822;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapatilla Dana Negro Premium - Negro / 40;9990;9990;29990;4501072040;fulfilled;RM
42822;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Sandalia Jacinto Negro Premium - Negro / 38;9990;9990;39990;80072038;pending;RM
42822;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Sandalia Hortensia Blanco Premium - Blanco / 38;9990;9990;39990;11071038;fulfilled;RM
42822;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Botin Toronto Negro Premium - Negro / 38;9990;9990;49990;100072038;fulfilled;RM
42822;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Sandalia Hortensia Blanco Premium - Blanco / 39;9990;9990;39990;11071039;fulfilled;RM
42822;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Sandalia Jacinto Negro Premium - Negro / 40;9990;9990;39990;80072040;pending;RM
42822;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Zapatilla Angelica Negro Premium - Negro / 39;9990;9990;29990;100072039;fulfilled;RM
42822;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Zapatilla Angelica Negro Premium - Negro / 38;9990;9990;29990;100072038;fulfilled;RM
42821;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Sandalia Jacinto Negro Premium - Negro / 38;9990;9990;39990;80072038;pending;RM
42821;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Sandalia Hortensia Blanco Premium - Blanco / 38;9990;9990;39990;11071038;fulfilled;RM
42821;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Botin Edimburgo Negro Premium - Negro / 38;9990;9990;39990;3306182038;fulfilled;RM
42821;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Calcetin   Premium - Negro / Tama̱o �_nico;3990;3990;0;8502000;fulfilled;RM
42820;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Matilde Negro Premium - Negro / 39;9990;9990;44990;660072039;fulfilled;VS
42820;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Botin Florida Negro Premium - Negro / 39;9990;9990;39990;6983052039;fulfilled;VS
42820;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Zapatilla Marilyn Beige Premium - Beige / 39;9990;9990;29990;3611074439;fulfilled;VS
42820;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Zapatilla Delhi Negro Premium - Negro / 39;9990;9990;39990;200072039;fulfilled;VS
42820;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Sandalia Nala Blanco Premium - Blanco / 39;9990;9990;32990;1018071039;fulfilled;VS
42819;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Sandalia Naroa Blanco Premium - Blanco / 36;9990;9990;39990;100071036;fulfilled;RM
42818;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Sandalia Hortensia Blanco Premium - Blanco / 37;9990;9990;39990;11071037;fulfilled;RM
42817;Solo 1;Pagado;Sin despacho;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Bootie Atlanta  Premium - Negro / 38;9990;9990;39990;3698072038;pending;RM
42816;Solo 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Sandalia Jacinto Negro Premium - Negro / 35;9990;9990;39990;80072035;fulfilled;BI
42815;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Sandalia Jacinto Negro Premium - Negro / 37;9990;9990;39990;80072037;pending;ML
42815;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Sandalia Amelia Blanco Premium - Blanco / 37;9990;9990;39990;200071037;fulfilled;ML
42814;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Botin Michigan Negro Premium - Negro / 37;9990;9990;39990;6134072037;fulfilled;RM
42814;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Sandalia Noa Multicolor Premium - Multicolor / 37;9990;9990;44990;1022289037;fulfilled;RM
42813;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Sandalia Jacinto Negro Premium - Negro / 38;9990;9990;39990;80072038;pending;RM
42813;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Sandalia Naroa Blanco Premium - Blanco / 38;9990;9990;39990;100071038;fulfilled;RM
42813;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Sandalia Noa Multicolor Premium - Multicolor / 38;9990;9990;44990;1022289038;fulfilled;RM
42813;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Sandalia Hortensia Blanco Premium - Blanco / 38;9990;9990;39990;11071038;fulfilled;RM
42812;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Sandalia Amelia Blanco Premium - Blanco / 39;9990;9990;39990;200071039;fulfilled;RM
42811;Solo 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Sandalia Naroa Blanco Premium - Blanco / 36;9990;9990;39990;100071036;fulfilled;BI
42810;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Botin Valencia Negro Premium - Burdeo / 35;9990;9990;39990;3905058535;fulfilled;RM
42810;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Zapatilla Coco Animal Premium - Negro / 35;9990;9990;39990;3611075235;fulfilled;RM
42809;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Sandalia Noa Multicolor Premium - Multicolor / 39;9990;9990;44990;1022289039;fulfilled;RM
42808;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapatilla Angelica Negro Premium - Negro / 35;9990;9990;29990;100072035;fulfilled;RM
42807;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Bootie Atlanta  Premium - Negro / 38;9990;9990;39990;3698072038;fulfilled;RM
42806;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;2;Zapatilla Naya Blanco Premiumi - Beige / 37;9990;19980;29990;2281037;fulfilled;RM
42805;Solo 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Botin Nueva Orleans  Negro Premium - Negro / 36;9990;9990;39990;6001202036;fulfilled;VS
42804;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapatilla Naya Blanco Premiumi - Beige / 40;9990;9990;29990;2281040;fulfilled;RM
42804;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Zapatilla Naya Blanco Premiumi - Beige / 37;9990;9990;29990;2281037;fulfilled;RM
42804;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Zapatilla Angelica Blanco Premium - Blanco / 37;9990;9990;29990;100071037;fulfilled;RM
42804;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Sandalia Noa Multicolor Premium - Multicolor / 38;9990;9990;44990;1022289038;fulfilled;RM
42804;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;2;Sandalia Noa Multicolor Premium - Multicolor / 37;9990;19980;44990;1022289037;fulfilled;RM
42804;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Sandalia Hortensia Blanco Premium - Blanco / 38;9990;9990;39990;11071038;fulfilled;RM
42804;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;2;Sandalia Hortensia Blanco Premium - Blanco / 37;9990;19980;39990;11071037;fulfilled;RM
42804;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Sandalia Jacinto Negro Premium - Negro / 38;9990;9990;39990;80072038;pending;RM
42804;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;2;Sandalia Jacinto Negro Premium - Negro / 37;9990;19980;39990;80072037;fulfilled;RM
42803;Mayor a 1;Pagado;Sin despacho;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Angelica Blanco Premium - Blanco / 37;9990;9990;29990;100071037;pending;RM
42803;Mayor a 1;Pagado;Sin despacho;CLP;Despacho Region Metropolitana;;1;Zapatilla Marilyn Beige Premium - Beige / 37;9990;9990;29990;3611074437;pending;RM
42802;Solo 1;Pagado;Sin despacho;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Angelica Blanco Premium - Blanco / 37;9990;9990;29990;100071037;pending;RM
42801;Solo 1;Pagado;Sin despacho;CLP;Despacho Region;Despacho Region;1;Botin Nueva Orleans  Negro Premium - Negro / 38;9990;9990;39990;6001202038;pending;VS
42800;Mayor a 1;Pagado;Sin despacho;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Montreal  Premium - Negro / 35;9990;9990;39990;8381072035;pending;RM
42800;Mayor a 1;Pagado;Sin despacho;CLP;Despacho Region Metropolitana;;1;Zapatilla Angelica Negro Premium - Negro / 35;9990;9990;29990;100072035;pending;RM
42799;Mayor a 1;Pagado;Sin despacho;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Sandalia Jacinto Negro Premium - Negro / 36;9990;9990;39990;80072036;pending;RM
42799;Mayor a 1;Pagado;Sin despacho;CLP;Despacho Region Metropolitana;;1;Sandalia Naroa Blanco Premium - Blanco / 36;9990;9990;39990;100071036;pending;RM
42798;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Sandalia Hortensia Blanco Premium - Blanco / 38;9990;9990;39990;11071038;fulfilled;RM
42797;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapatilla Monserrat Multicolor Premium - Multicolor / 40;9990;9990;39990;23076140;fulfilled;RM
42797;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Zapatilla Melbourne Negro Premium - Negro / 35;9990;9990;49990;1004072035;fulfilled;RM
42796;Mayor a 1;Pagado;Sin despacho;CLP;Despacho Region;Despacho Region;1;Zapatilla Fernanda Rojo Premium - Rojo / 38;9990;9990;24990;7281367638;pending;AT
42796;Mayor a 1;Pagado;Sin despacho;CLP;Despacho Region;;1;Sandalia Playera Negro Ipanema - Negro / 38/39;12990;12990;0;26P3839;pending;AT
42796;Mayor a 1;Pagado;Sin despacho;CLP;Despacho Region;;1;Zapatilla Catalina Black Premium - Negro / 38;9990;9990;39990;1282038;pending;AT
42795;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Sandalia Hortensia Blanco Premium - Blanco / 38;9990;9990;39990;11071038;fulfilled;RM
42795;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Sandalia Amelia Blanco Premium - Blanco / 38;9990;9990;39990;200071038;fulfilled;RM
42793;Mayor a 1;Pagado;Sin despacho;CLP;Despacho Region;Despacho Region;1;Botin Tijuana Burdeo Premium - Burdeo / 38;9990;9990;39990;20078538;pending;VS
42793;Mayor a 1;Pagado;Sin despacho;CLP;Despacho Region;;1;Zapato Milan Burdeo Premium - Burdeo / 38;14990;14990;49990;10008538;pending;VS
42792;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Sandalia Hortensia Blanco Premium - Blanco / 39;9990;9990;39990;11071039;fulfilled;RM
42792;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Sandalia Noa Multicolor Premium - Multicolor / 39;9990;9990;44990;1022289039;pending;RM
42792;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Sandalia Amelia Blanco Premium - Blanco / 37;9990;9990;39990;200071037;fulfilled;RM
42792;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Sandalia Jacinto Negro Premium - Negro / 37;9990;9990;39990;80072037;fulfilled;RM
42791;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Sandalia Hortensia Negro Premium - Negro / 36;9990;9990;39990;11072036;fulfilled;RM
42791;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Sandalia Jacinto Negro Premium - Negro / 39;9990;9990;39990;80072039;fulfilled;RM
42790;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Sandalia Naroa Blanco Premium - Blanco / 38;9990;9990;39990;100071038;fulfilled;RM
42789;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Sandalia Hortensia Negro Premium - Negro / 36;9990;9990;39990;11072036;fulfilled;RM
42789;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Zapatilla Brisbane Caf̩ Premium - Negro / 37;9990;9990;49990;1003204037;fulfilled;RM
42788;Mayor a 1;Pagado;Sin despacho;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Sandalia Neila Caf̩ Premium - Caf̩ / 35;9990;9990;39990;2102074935;pending;RM
42788;Mayor a 1;Pagado;Sin despacho;CLP;Despacho Region Metropolitana;;1;Sandalia Jacinto Negro Premium - Negro / 35;9990;9990;39990;80072035;pending;RM
42787;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Sandalia Jacinto Negro Premium - Negro / 39;9990;9990;39990;80072039;fulfilled;RM
42787;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Sandalia Naroa Blanco Premium - Blanco / 39;9990;9990;39990;100071039;fulfilled;RM
42786;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Sandalia Narumi Rosa Premium - Rosa / 40;9990;9990;32990;1017077440;fulfilled;RM
42786;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Sandalia Jacinto Negro Premium - Negro / 40;9990;9990;39990;80072040;fulfilled;RM
42786;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Sandalia Noa Multicolor Premium - Multicolor / 39;9990;9990;44990;1022289039;pending;RM
42786;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Sandalia Naroa Blanco Premium - Blanco / 40;9990;9990;39990;100071040;fulfilled;RM
42785;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Sandalia Amelia Blanco Premium - Blanco / 35;9990;9990;39990;200071035;fulfilled;RM
42785;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Sandalia Noa Multicolor Premium - Multicolor / 35;9990;9990;44990;1022289035;fulfilled;RM
42783;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Sandalia Noa Multicolor Premium - Multicolor / 36;9990;9990;44990;1022289036;fulfilled;RM
42784;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapatilla Emma  Rosado Premium - Beige / 37;9990;9990;39990;3638077437;fulfilled;RM
42782;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Sandalia Hortensia Blanco Premium - Blanco / 37;9990;9990;39990;11071037;fulfilled;RM
42782;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Sandalia Jacinto Negro Premium - Negro / 36;9990;9990;39990;80072036;fulfilled;RM
42780;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Sandalia Noa Multicolor Premium - Multicolor / 39;9990;9990;44990;1022289039;pending;RM
42780;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Sandalia Amelia Blanco Premium - Blanco / 40;9990;9990;39990;200071040;fulfilled;RM
42781;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Sandalia Naroa Blanco Premium - Blanco / 36;9990;9990;39990;100071036;fulfilled;RM
42779;Mayor a 1;Pagado;Sin despacho;CLP;Despacho Region;Despacho Region;1;Zapatilla Frankfurt Blanco Premium - Blanco / 37;9990;9990;34990;1001201037;pending;VS
42779;Mayor a 1;Pagado;Sin despacho;CLP;Despacho Region;;1;Zapatilla Angelica Negro Premium - Negro / 36;9990;9990;29990;100072036;pending;VS
42778;Solo 1;Pagado;Sin despacho;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Shanghai Negro Premium - Negro / 38;9990;9990;29990;300072038;pending;RM
42777;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Sandalia Neila Caf̩ Premium - Caf̩ / 39;9990;9990;39990;2102074939;fulfilled;RM
42776;Mayor a 1;Incompleto;Sin despacho;CLP;Retiro en tienda;Retiro en tienda;1;Sandalia Naroa Blanco Premium - Blanco / 38;9990;9990;39990;100071038;pending;RM
42776;Mayor a 1;Incompleto;Sin despacho;CLP;Retiro en tienda;;1;Sandalia Hortensia Blanco Premium - Blanco / 38;9990;9990;39990;11071038;pending;RM
42776;Mayor a 1;Incompleto;Sin despacho;CLP;Retiro en tienda;;1;Botin Alaska Negro Premium - Negro / 39;9990;9990;39990;4706182039;pending;RM
